Location,Period,Indicator,Gender,Tooltip
The former Yugoslav Republic of Macedonia,2010,New HIV infections (per 1000 uninfected population),Male,No data
The former Yugoslav Republic of Macedonia,2010,New HIV infections (per 1000 uninfected population),Female,No data
The former Yugoslav Republic of Macedonia,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
The former Yugoslav Republic of Macedonia,2005,New HIV infections (per 1000 uninfected population),Male,No data
The former Yugoslav Republic of Macedonia,2005,New HIV infections (per 1000 uninfected population),Female,No data
The former Yugoslav Republic of Macedonia,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
The former Yugoslav Republic of Macedonia,2000,New HIV infections (per 1000 uninfected population),Male,No data
The former Yugoslav Republic of Macedonia,2000,New HIV infections (per 1000 uninfected population),Female,No data
Romania,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Romania,2019,New HIV infections (per 1000 uninfected population),Male,0.06
Romania,2019,New HIV infections (per 1000 uninfected population),Female,0.02
Romania,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Romania,2015,New HIV infections (per 1000 uninfected population),Male,0.06
Romania,2015,New HIV infections (per 1000 uninfected population),Female,0.02
Romania,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Romania,2010,New HIV infections (per 1000 uninfected population),Male,0.05
Romania,2010,New HIV infections (per 1000 uninfected population),Female,0.03
Romania,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Romania,2005,New HIV infections (per 1000 uninfected population),Male,0.05
Romania,2005,New HIV infections (per 1000 uninfected population),Female,0.04
Romania,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.06
Romania,2000,New HIV infections (per 1000 uninfected population),Male,0.06
Romania,2000,New HIV infections (per 1000 uninfected population),Female,0.06
Russian Federation,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
Russian Federation,2019,New HIV infections (per 1000 uninfected population),Male,No data
Russian Federation,2019,New HIV infections (per 1000 uninfected population),Female,No data
Russian Federation,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
Russian Federation,2015,New HIV infections (per 1000 uninfected population),Male,No data
Russian Federation,2015,New HIV infections (per 1000 uninfected population),Female,No data
Russian Federation,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
Russian Federation,2010,New HIV infections (per 1000 uninfected population),Male,No data
Russian Federation,2010,New HIV infections (per 1000 uninfected population),Female,No data
Russian Federation,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
Russian Federation,2005,New HIV infections (per 1000 uninfected population),Male,No data
Russian Federation,2005,New HIV infections (per 1000 uninfected population),Female,No data
Russian Federation,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
Russian Federation,2000,New HIV infections (per 1000 uninfected population),Male,No data
Russian Federation,2000,New HIV infections (per 1000 uninfected population),Female,No data
Rwanda,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.44
Rwanda,2019,New HIV infections (per 1000 uninfected population),Male,0.38
Rwanda,2019,New HIV infections (per 1000 uninfected population),Female,0.5
Rwanda,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.58
Rwanda,2015,New HIV infections (per 1000 uninfected population),Male,0.5
Rwanda,2015,New HIV infections (per 1000 uninfected population),Female,0.66
Rwanda,2010,New HIV infections (per 1000 uninfected population),Both sexes,1.04
Rwanda,2010,New HIV infections (per 1000 uninfected population),Male,0.93
Rwanda,2010,New HIV infections (per 1000 uninfected population),Female,1.15
Rwanda,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.58
Rwanda,2005,New HIV infections (per 1000 uninfected population),Male,1.44
Rwanda,2005,New HIV infections (per 1000 uninfected population),Female,1.72
Rwanda,2000,New HIV infections (per 1000 uninfected population),Both sexes,3
Rwanda,2000,New HIV infections (per 1000 uninfected population),Male,2.68
Rwanda,2000,New HIV infections (per 1000 uninfected population),Female,3.31
Saudi Arabia,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
Saudi Arabia,2019,New HIV infections (per 1000 uninfected population),Male,No data
Saudi Arabia,2019,New HIV infections (per 1000 uninfected population),Female,No data
Saudi Arabia,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
Saudi Arabia,2015,New HIV infections (per 1000 uninfected population),Male,No data
Saudi Arabia,2015,New HIV infections (per 1000 uninfected population),Female,No data
Saudi Arabia,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
Saudi Arabia,2010,New HIV infections (per 1000 uninfected population),Male,No data
Saudi Arabia,2010,New HIV infections (per 1000 uninfected population),Female,No data
Saudi Arabia,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
Saudi Arabia,2005,New HIV infections (per 1000 uninfected population),Male,No data
Saudi Arabia,2005,New HIV infections (per 1000 uninfected population),Female,No data
Saudi Arabia,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
Saudi Arabia,2000,New HIV infections (per 1000 uninfected population),Male,No data
Saudi Arabia,2000,New HIV infections (per 1000 uninfected population),Female,No data
Senegal,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.09
Senegal,2019,New HIV infections (per 1000 uninfected population),Male,0.1
Senegal,2019,New HIV infections (per 1000 uninfected population),Female,0.09
Senegal,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Senegal,2015,New HIV infections (per 1000 uninfected population),Male,0.12
Senegal,2015,New HIV infections (per 1000 uninfected population),Female,0.11
Senegal,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.19
Senegal,2010,New HIV infections (per 1000 uninfected population),Male,0.2
Senegal,2010,New HIV infections (per 1000 uninfected population),Female,0.18
Senegal,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.4
Senegal,2005,New HIV infections (per 1000 uninfected population),Male,0.42
Senegal,2005,New HIV infections (per 1000 uninfected population),Female,0.37
Senegal,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.58
Senegal,2000,New HIV infections (per 1000 uninfected population),Male,0.62
Senegal,2000,New HIV infections (per 1000 uninfected population),Female,0.54
Serbia,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Serbia,2019,New HIV infections (per 1000 uninfected population),Male,0.04
Serbia,2019,New HIV infections (per 1000 uninfected population),Female,<0.01 
Serbia,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Serbia,2015,New HIV infections (per 1000 uninfected population),Male,0.04
Serbia,2015,New HIV infections (per 1000 uninfected population),Female,<0.01 
Serbia,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Serbia,2010,New HIV infections (per 1000 uninfected population),Male,0.03
Serbia,2010,New HIV infections (per 1000 uninfected population),Female,<0.01 
Serbia,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.01
Serbia,2005,New HIV infections (per 1000 uninfected population),Male,0.02
Serbia,2005,New HIV infections (per 1000 uninfected population),Female,<0.01 
Serbia,2000,New HIV infections (per 1000 uninfected population),Both sexes,<0.01 
Serbia,2000,New HIV infections (per 1000 uninfected population),Male,<0.01 
Serbia,2000,New HIV infections (per 1000 uninfected population),Female,<0.01 
Sierra Leone,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.65
Sierra Leone,2019,New HIV infections (per 1000 uninfected population),Male,0.59
Sierra Leone,2019,New HIV infections (per 1000 uninfected population),Female,0.71
Sierra Leone,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.81
Sierra Leone,2015,New HIV infections (per 1000 uninfected population),Male,0.73
Sierra Leone,2015,New HIV infections (per 1000 uninfected population),Female,0.89
Sierra Leone,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.96
Sierra Leone,2010,New HIV infections (per 1000 uninfected population),Male,0.88
Sierra Leone,2010,New HIV infections (per 1000 uninfected population),Female,1.05
Sierra Leone,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.14
Sierra Leone,2005,New HIV infections (per 1000 uninfected population),Male,1.05
Sierra Leone,2005,New HIV infections (per 1000 uninfected population),Female,1.23
Sierra Leone,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.28
Sierra Leone,2000,New HIV infections (per 1000 uninfected population),Male,1.17
Sierra Leone,2000,New HIV infections (per 1000 uninfected population),Female,1.39
Singapore,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Singapore,2019,New HIV infections (per 1000 uninfected population),Male,0.04
Singapore,2019,New HIV infections (per 1000 uninfected population),Female,<0.01 
Singapore,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Singapore,2015,New HIV infections (per 1000 uninfected population),Male,0.08
Singapore,2015,New HIV infections (per 1000 uninfected population),Female,<0.01 
Singapore,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.14
Singapore,2010,New HIV infections (per 1000 uninfected population),Male,0.26
Singapore,2010,New HIV infections (per 1000 uninfected population),Female,0.02
Singapore,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.15
Singapore,2005,New HIV infections (per 1000 uninfected population),Male,0.27
Singapore,2005,New HIV infections (per 1000 uninfected population),Female,0.02
Singapore,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Singapore,2000,New HIV infections (per 1000 uninfected population),Male,0.18
Singapore,2000,New HIV infections (per 1000 uninfected population),Female,0.03
Slovakia,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
Slovakia,2019,New HIV infections (per 1000 uninfected population),Male,No data
Slovakia,2019,New HIV infections (per 1000 uninfected population),Female,No data
Slovakia,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
Slovakia,2015,New HIV infections (per 1000 uninfected population),Male,No data
Slovakia,2015,New HIV infections (per 1000 uninfected population),Female,No data
Slovakia,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
Slovakia,2010,New HIV infections (per 1000 uninfected population),Male,No data
Slovakia,2010,New HIV infections (per 1000 uninfected population),Female,No data
Slovakia,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
Slovakia,2005,New HIV infections (per 1000 uninfected population),Male,No data
Slovakia,2005,New HIV infections (per 1000 uninfected population),Female,No data
Slovakia,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
Slovakia,2000,New HIV infections (per 1000 uninfected population),Male,No data
Slovakia,2000,New HIV infections (per 1000 uninfected population),Female,No data
Slovenia,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
Slovenia,2019,New HIV infections (per 1000 uninfected population),Male,No data
Slovenia,2019,New HIV infections (per 1000 uninfected population),Female,No data
Slovenia,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
Slovenia,2015,New HIV infections (per 1000 uninfected population),Male,No data
Slovenia,2015,New HIV infections (per 1000 uninfected population),Female,No data
Slovenia,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
Slovenia,2010,New HIV infections (per 1000 uninfected population),Male,No data
Slovenia,2010,New HIV infections (per 1000 uninfected population),Female,No data
Slovenia,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
Slovenia,2005,New HIV infections (per 1000 uninfected population),Male,No data
Slovenia,2005,New HIV infections (per 1000 uninfected population),Female,No data
Slovenia,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
Slovenia,2000,New HIV infections (per 1000 uninfected population),Male,No data
Slovenia,2000,New HIV infections (per 1000 uninfected population),Female,No data
Somalia,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Somalia,2019,New HIV infections (per 1000 uninfected population),Male,0.02
Somalia,2019,New HIV infections (per 1000 uninfected population),Female,0.03
Somalia,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Somalia,2015,New HIV infections (per 1000 uninfected population),Male,0.03
Somalia,2015,New HIV infections (per 1000 uninfected population),Female,0.04
Somalia,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.06
Somalia,2010,New HIV infections (per 1000 uninfected population),Male,0.06
Somalia,2010,New HIV infections (per 1000 uninfected population),Female,0.06
Somalia,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.16
Somalia,2005,New HIV infections (per 1000 uninfected population),Male,0.16
Somalia,2005,New HIV infections (per 1000 uninfected population),Female,0.15
Somalia,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.25
Somalia,2000,New HIV infections (per 1000 uninfected population),Male,0.27
Somalia,2000,New HIV infections (per 1000 uninfected population),Female,0.23
South Africa,2019,New HIV infections (per 1000 uninfected population),Both sexes,3.98
South Africa,2019,New HIV infections (per 1000 uninfected population),Male,2.85
South Africa,2019,New HIV infections (per 1000 uninfected population),Female,5.14
South Africa,2015,New HIV infections (per 1000 uninfected population),Both sexes,5.94
South Africa,2015,New HIV infections (per 1000 uninfected population),Male,4.51
South Africa,2015,New HIV infections (per 1000 uninfected population),Female,7.4
South Africa,2010,New HIV infections (per 1000 uninfected population),Both sexes,9.48
South Africa,2010,New HIV infections (per 1000 uninfected population),Male,7.53
South Africa,2010,New HIV infections (per 1000 uninfected population),Female,11.42
South Africa,2005,New HIV infections (per 1000 uninfected population),Both sexes,12.67
South Africa,2005,New HIV infections (per 1000 uninfected population),Male,10.29
South Africa,2005,New HIV infections (per 1000 uninfected population),Female,14.99
South Africa,2000,New HIV infections (per 1000 uninfected population),Both sexes,13.37
South Africa,2000,New HIV infections (per 1000 uninfected population),Male,11.03
South Africa,2000,New HIV infections (per 1000 uninfected population),Female,15.61
South Sudan,2019,New HIV infections (per 1000 uninfected population),Both sexes,1.5
South Sudan,2019,New HIV infections (per 1000 uninfected population),Male,1.31
South Sudan,2019,New HIV infections (per 1000 uninfected population),Female,1.69
South Sudan,2015,New HIV infections (per 1000 uninfected population),Both sexes,1.46
South Sudan,2015,New HIV infections (per 1000 uninfected population),Male,1.28
South Sudan,2015,New HIV infections (per 1000 uninfected population),Female,1.64
South Sudan,2010,New HIV infections (per 1000 uninfected population),Both sexes,1.51
South Sudan,2010,New HIV infections (per 1000 uninfected population),Male,1.34
South Sudan,2010,New HIV infections (per 1000 uninfected population),Female,1.69
South Sudan,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.63
South Sudan,2005,New HIV infections (per 1000 uninfected population),Male,1.45
South Sudan,2005,New HIV infections (per 1000 uninfected population),Female,1.82
South Sudan,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.85
South Sudan,2000,New HIV infections (per 1000 uninfected population),Male,1.64
South Sudan,2000,New HIV infections (per 1000 uninfected population),Female,2.07
Spain,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.06
Spain,2019,New HIV infections (per 1000 uninfected population),Male,0.1
Spain,2019,New HIV infections (per 1000 uninfected population),Female,0.02
Spain,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Spain,2015,New HIV infections (per 1000 uninfected population),Male,0.14
Spain,2015,New HIV infections (per 1000 uninfected population),Female,0.02
Spain,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.1
Spain,2010,New HIV infections (per 1000 uninfected population),Male,0.17
Spain,2010,New HIV infections (per 1000 uninfected population),Female,0.03
Spain,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Spain,2005,New HIV infections (per 1000 uninfected population),Male,0.19
Spain,2005,New HIV infections (per 1000 uninfected population),Female,0.03
Spain,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.12
Spain,2000,New HIV infections (per 1000 uninfected population),Male,0.21
Spain,2000,New HIV infections (per 1000 uninfected population),Female,0.03
Sri Lanka,2019,New HIV infections (per 1000 uninfected population),Both sexes,<0.01 
Sri Lanka,2019,New HIV infections (per 1000 uninfected population),Male,0.01
Sri Lanka,2019,New HIV infections (per 1000 uninfected population),Female,<0.01 
Sri Lanka,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.01
Sri Lanka,2015,New HIV infections (per 1000 uninfected population),Male,0.02
Sri Lanka,2015,New HIV infections (per 1000 uninfected population),Female,<0.01 
Sri Lanka,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.01
Sri Lanka,2010,New HIV infections (per 1000 uninfected population),Male,0.02
Sri Lanka,2010,New HIV infections (per 1000 uninfected population),Female,<0.01 
Sri Lanka,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Sri Lanka,2005,New HIV infections (per 1000 uninfected population),Male,0.03
Sri Lanka,2005,New HIV infections (per 1000 uninfected population),Female,0.01
Sri Lanka,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Sri Lanka,2000,New HIV infections (per 1000 uninfected population),Male,0.04
Sri Lanka,2000,New HIV infections (per 1000 uninfected population),Female,0.01
Sudan,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Sudan,2019,New HIV infections (per 1000 uninfected population),Male,0.09
Sudan,2019,New HIV infections (per 1000 uninfected population),Female,0.08
Sudan,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.09
Sudan,2015,New HIV infections (per 1000 uninfected population),Male,0.1
Sudan,2015,New HIV infections (per 1000 uninfected population),Female,0.09
Sudan (until 2011),2010,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Sudan (until 2011),2010,New HIV infections (per 1000 uninfected population),Male,0.11
Sudan (until 2011),2010,New HIV infections (per 1000 uninfected population),Female,0.11
Sudan (until 2011),2005,New HIV infections (per 1000 uninfected population),Both sexes,0.15
Sudan (until 2011),2005,New HIV infections (per 1000 uninfected population),Male,0.15
Sudan (until 2011),2005,New HIV infections (per 1000 uninfected population),Female,0.14
Sudan (until 2011),2000,New HIV infections (per 1000 uninfected population),Both sexes,0.16
Sudan (until 2011),2000,New HIV infections (per 1000 uninfected population),Male,0.18
Sudan (until 2011),2000,New HIV infections (per 1000 uninfected population),Female,0.15
Suriname,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.45
Suriname,2019,New HIV infections (per 1000 uninfected population),Male,0.53
Suriname,2019,New HIV infections (per 1000 uninfected population),Female,0.38
Suriname,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.54
Suriname,2015,New HIV infections (per 1000 uninfected population),Male,0.62
Suriname,2015,New HIV infections (per 1000 uninfected population),Female,0.46
Suriname,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.71
Suriname,2010,New HIV infections (per 1000 uninfected population),Male,0.84
Suriname,2010,New HIV infections (per 1000 uninfected population),Female,0.58
Suriname,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.76
Suriname,2005,New HIV infections (per 1000 uninfected population),Male,0.93
Suriname,2005,New HIV infections (per 1000 uninfected population),Female,0.58
Suriname,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.91
Suriname,2000,New HIV infections (per 1000 uninfected population),Male,1.1
Suriname,2000,New HIV infections (per 1000 uninfected population),Female,0.72
Sweden,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
Sweden,2019,New HIV infections (per 1000 uninfected population),Male,No data
Sweden,2019,New HIV infections (per 1000 uninfected population),Female,No data
Sweden,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
Sweden,2015,New HIV infections (per 1000 uninfected population),Male,No data
Sweden,2015,New HIV infections (per 1000 uninfected population),Female,No data
Sweden,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
Sweden,2010,New HIV infections (per 1000 uninfected population),Male,No data
Sweden,2010,New HIV infections (per 1000 uninfected population),Female,No data
Sweden,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
Sweden,2005,New HIV infections (per 1000 uninfected population),Male,No data
Sweden,2005,New HIV infections (per 1000 uninfected population),Female,No data
Sweden,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
Sweden,2000,New HIV infections (per 1000 uninfected population),Male,No data
Sweden,2000,New HIV infections (per 1000 uninfected population),Female,No data
Switzerland,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Switzerland,2019,New HIV infections (per 1000 uninfected population),Male,No data
Switzerland,2019,New HIV infections (per 1000 uninfected population),Female,No data
Switzerland,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Switzerland,2015,New HIV infections (per 1000 uninfected population),Male,No data
Switzerland,2015,New HIV infections (per 1000 uninfected population),Female,No data
Switzerland,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Switzerland,2010,New HIV infections (per 1000 uninfected population),Male,No data
Switzerland,2010,New HIV infections (per 1000 uninfected population),Female,No data
Switzerland,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Switzerland,2005,New HIV infections (per 1000 uninfected population),Male,No data
Switzerland,2005,New HIV infections (per 1000 uninfected population),Female,No data
Switzerland,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Switzerland,2000,New HIV infections (per 1000 uninfected population),Male,No data
Switzerland,2000,New HIV infections (per 1000 uninfected population),Female,No data
Syrian Arab Republic,2019,New HIV infections (per 1000 uninfected population),Both sexes,<0.01 
Syrian Arab Republic,2019,New HIV infections (per 1000 uninfected population),Male,<0.01 
Syrian Arab Republic,2019,New HIV infections (per 1000 uninfected population),Female,<0.01 
Syrian Arab Republic,2015,New HIV infections (per 1000 uninfected population),Both sexes,<0.01 
Syrian Arab Republic,2015,New HIV infections (per 1000 uninfected population),Male,<0.01 
Syrian Arab Republic,2015,New HIV infections (per 1000 uninfected population),Female,<0.01 
Syrian Arab Republic,2010,New HIV infections (per 1000 uninfected population),Both sexes,<0.01 
Syrian Arab Republic,2010,New HIV infections (per 1000 uninfected population),Male,<0.01 
Syrian Arab Republic,2010,New HIV infections (per 1000 uninfected population),Female,<0.01 
Syrian Arab Republic,2005,New HIV infections (per 1000 uninfected population),Both sexes,<0.01 
Syrian Arab Republic,2005,New HIV infections (per 1000 uninfected population),Male,<0.01 
Syrian Arab Republic,2005,New HIV infections (per 1000 uninfected population),Female,<0.01 
Syrian Arab Republic,2000,New HIV infections (per 1000 uninfected population),Both sexes,<0.01 
Syrian Arab Republic,2000,New HIV infections (per 1000 uninfected population),Male,<0.01 
Syrian Arab Republic,2000,New HIV infections (per 1000 uninfected population),Female,<0.01 
Tajikistan,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.17
Tajikistan,2019,New HIV infections (per 1000 uninfected population),Male,0.24
Tajikistan,2019,New HIV infections (per 1000 uninfected population),Female,0.1
Tajikistan,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.16
Tajikistan,2015,New HIV infections (per 1000 uninfected population),Male,0.23
Tajikistan,2015,New HIV infections (per 1000 uninfected population),Female,0.09
Tajikistan,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.15
Tajikistan,2010,New HIV infections (per 1000 uninfected population),Male,0.22
Tajikistan,2010,New HIV infections (per 1000 uninfected population),Female,0.07
Tajikistan,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Tajikistan,2005,New HIV infections (per 1000 uninfected population),Male,0.11
Tajikistan,2005,New HIV infections (per 1000 uninfected population),Female,0.03
Tajikistan,2000,New HIV infections (per 1000 uninfected population),Both sexes,<0.01 
Tajikistan,2000,New HIV infections (per 1000 uninfected population),Male,<0.01 
Tajikistan,2000,New HIV infections (per 1000 uninfected population),Female,<0.01 
Thailand,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Thailand,2019,New HIV infections (per 1000 uninfected population),Male,0.11
Thailand,2019,New HIV infections (per 1000 uninfected population),Female,0.05
Thailand,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.14
Thailand,2015,New HIV infections (per 1000 uninfected population),Male,0.2
Thailand,2015,New HIV infections (per 1000 uninfected population),Female,0.08
Thailand,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.24
Thailand,2010,New HIV infections (per 1000 uninfected population),Male,0.32
Thailand,2010,New HIV infections (per 1000 uninfected population),Female,0.16
Thailand,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.39
Thailand,2005,New HIV infections (per 1000 uninfected population),Male,0.42
Thailand,2005,New HIV infections (per 1000 uninfected population),Female,0.36
Thailand,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.66
Thailand,2000,New HIV infections (per 1000 uninfected population),Male,0.59
Thailand,2000,New HIV infections (per 1000 uninfected population),Female,0.74
Timor-Leste,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.15
Timor-Leste,2019,New HIV infections (per 1000 uninfected population),Male,0.15
Timor-Leste,2019,New HIV infections (per 1000 uninfected population),Female,0.15
Timor-Leste,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Timor-Leste,2015,New HIV infections (per 1000 uninfected population),Male,0.12
Timor-Leste,2015,New HIV infections (per 1000 uninfected population),Female,0.1
Timor-Leste,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Timor-Leste,2010,New HIV infections (per 1000 uninfected population),Male,0.09
Timor-Leste,2010,New HIV infections (per 1000 uninfected population),Female,0.07
Timor-Leste,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Timor-Leste,2005,New HIV infections (per 1000 uninfected population),Male,0.06
Timor-Leste,2005,New HIV infections (per 1000 uninfected population),Female,0.05
Timor-Leste,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Timor-Leste,2000,New HIV infections (per 1000 uninfected population),Male,0.03
Timor-Leste,2000,New HIV infections (per 1000 uninfected population),Female,0.03
Togo,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.59
Togo,2019,New HIV infections (per 1000 uninfected population),Male,0.51
Togo,2019,New HIV infections (per 1000 uninfected population),Female,0.66
Togo,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.79
Togo,2015,New HIV infections (per 1000 uninfected population),Male,0.69
Togo,2015,New HIV infections (per 1000 uninfected population),Female,0.89
Togo,2010,New HIV infections (per 1000 uninfected population),Both sexes,1.19
Togo,2010,New HIV infections (per 1000 uninfected population),Male,1.05
Togo,2010,New HIV infections (per 1000 uninfected population),Female,1.33
Togo,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.68
Togo,2005,New HIV infections (per 1000 uninfected population),Male,1.49
Togo,2005,New HIV infections (per 1000 uninfected population),Female,1.86
Togo,2000,New HIV infections (per 1000 uninfected population),Both sexes,2.48
Togo,2000,New HIV infections (per 1000 uninfected population),Male,2.18
Togo,2000,New HIV infections (per 1000 uninfected population),Female,2.78
Trinidad and Tobago,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Trinidad and Tobago,2019,New HIV infections (per 1000 uninfected population),Male,0.08
Trinidad and Tobago,2019,New HIV infections (per 1000 uninfected population),Female,0.06
Trinidad and Tobago,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Trinidad and Tobago,2015,New HIV infections (per 1000 uninfected population),Male,0.12
Trinidad and Tobago,2015,New HIV infections (per 1000 uninfected population),Female,0.1
Trinidad and Tobago,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.31
Trinidad and Tobago,2010,New HIV infections (per 1000 uninfected population),Male,0.33
Trinidad and Tobago,2010,New HIV infections (per 1000 uninfected population),Female,0.29
Trinidad and Tobago,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.65
Trinidad and Tobago,2005,New HIV infections (per 1000 uninfected population),Male,0.68
Trinidad and Tobago,2005,New HIV infections (per 1000 uninfected population),Female,0.63
Trinidad and Tobago,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.84
Trinidad and Tobago,2000,New HIV infections (per 1000 uninfected population),Male,0.88
Trinidad and Tobago,2000,New HIV infections (per 1000 uninfected population),Female,0.8
Tunisia,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Tunisia,2019,New HIV infections (per 1000 uninfected population),Male,0.07
Tunisia,2019,New HIV infections (per 1000 uninfected population),Female,0.04
Tunisia,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Tunisia,2015,New HIV infections (per 1000 uninfected population),Male,0.08
Tunisia,2015,New HIV infections (per 1000 uninfected population),Female,0.03
Tunisia,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Tunisia,2010,New HIV infections (per 1000 uninfected population),Male,0.08
Tunisia,2010,New HIV infections (per 1000 uninfected population),Female,0.02
Tunisia,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.03
